    ___________________________________________________________________________________________________


                                      Results of running IDEG6

    ___________________________________________________________________________________________________

     n° of GENES:			658
     n° of TISSUES/LIBRARIES:	5

     The following statistical tests were applyed:

     Pairwise Audic & Claverie test     Selected significance threshold:  7.598784e&#45;06 (Bonferroni corr.) 
     Pairwise Fisher Exact test         Selected significance threshold:  7.598784e&#45;06 (Bonferroni corr.) 
     Pairwise Chi sq. test              Selected significance threshold:  7.598784e&#45;06 (Bonferroni corr.) 
     Greller & Tobin test               Selected significance threshold:  7.598784e&#45;05 (Bonferroni corr.) 
     Stekel & Falciani R test           Selected significance threshold:  7.598784e&#45;05 (Bonferroni corr.) 
     Multiple Chi sq. test              Selected significance threshold:  7.598784e&#45;05 (Bonferroni corr.) 
    ___________________________________________________________________________________________________


UNIQID	 Description                                      	Lib1	Lib2	Lib3	Lib4	Lib5	normLib1	normLib2	normLib3	normLib4	normLib5	AC.1-2	AC.1-3	AC.1-4	AC.1-5	AC.2-3	AC.2-4	AC.2-5	AC.3-4	AC.3-5	AC.4-5	Fisher.1-2	Fisher.1-3	Fisher.1-4	Fisher.1-5	Fisher.2-3	Fisher.2-4	Fisher.2-5	Fisher.3-4	Fisher.3-5	Fisher.4-5	Chi2x2.1-2	Chi2x2.1-3	Chi2x2.1-4	Chi2x2.1-5	Chi2x2.2-3	Chi2x2.2-4	Chi2x2.2-5	Chi2x2.3-4	Chi2x2.3-5	Chi2x2.4-5	GT	R	Chi	
Contig121	 NA                                               	6	41	13	26	24	17.0	12.0	6.1	11.6	22.10	0.012122	0.004397	0.017390	0.035984	0.006376	0.059355	0.004101	0.010161	0.000036	0.004464	0.446629	0.043252	0.433424	0.674325	0.034995	0.901431	0.017944	0.076597	0.000078	0.021379	0.426938	0.030734	0.393886	0.507550	0.030434	0.878694	0.010450	0.056223	0.000037	0.013599	0.202540	0.002536	0.001628	
Contig122	 NA                                               	0	16	15	36	3	0	4.7	7.1	16.0	2.9	0.019388	0.014192	0.000708	0.105462	0.046272	0.000007	0.132711	0.001211	0.048462	0.000211	0.391516	0.150613	0.011766	0.576689	0.270723	0.000023	0.591391	0.007212	0.208728	0.000781	0.197812	0.114172	0.017267	0.314037	0.252355	0.000014	0.429340	0.006063	0.140764	0.001234	0.281748	0.000005	0.000004	
Contig12538	 NA                                               	0	9	5	17	3	0	2.6	2.4	7.6	2.9	0.038659	0.066072	0.011347	0.105462	0.131536	0.003016	0.196009	0.004227	0.182041	0.037574	1.000000	1.000000	0.153447	0.576689	1.000000	0.008962	1.000000	0.017788	0.724031	0.148313	0.334160	0.361840	0.101931	0.314037	0.836790	0.007466	0.900617	0.015128	0.785883	0.107199	0.242505	0.016371	0.013101	
Contig1254	 NA                                               	0	5	4	27	0	0	1.5	1.9	12.0	0	0.057346	0.077058	0.002634	.	0.149677	0.000000	0.200869	0.000013	0.135165	0.000023	1.000000	1.000000	0.042686	.	0.740069	0.000000	0.597449	0.000041	0.309698	0.000041	0.471647	0.414740	0.039244	.	0.708845	0.000000	0.215550	0.000069	0.160549	0.000390	0.455686	0.000000	0.000000	
Contig128	 NA                                               	0	29	26	10	7	0	8.5	12.3	4.5	6.7	0.005382	0.002614	0.031542	0.032925	0.026968	0.015805	0.107156	0.001135	0.036771	0.094753	0.106605	0.042568	0.376580	0.203169	0.211416	0.100253	0.695641	0.006740	0.194420	0.437734	0.082906	0.037502	0.209750	0.124021	0.175426	0.072303	0.568376	0.004567	0.150097	0.404441	0.155554	0.006423	0.019969	
Contig1288	 NA                                               	4	1	5	3	20	11.3	0.3	2.4	1.3	19.1	0.000033	0.003439	0.001046	0.032351	0.018994	0.091074	0.000000	0.100253	0.000001	0.000000	0.000359	0.028584	0.008456	0.480467	0.034024	0.308002	0.000000	0.496804	0.000002	0.000000	0.000000	0.009575	0.000770	0.332659	0.023595	0.149257	0.000000	0.431709	0.000001	0.000000	0.402925	0.000000	0.000000	
Contig130	 NA                                               	4	43	26	16	11	11.3	12.6	12.3	7.1	10.5	0.018757	0.029588	0.021692	0.057039	0.060373	0.008961	0.088135	0.013702	0.087115	0.065278	1.000000	1.000000	0.338435	1.000000	1.000000	0.061399	0.747847	0.090801	0.730001	0.308595	0.836473	0.884968	0.402550	0.899483	0.903369	0.047836	0.590472	0.084517	0.673473	0.316247	0.213081	0.331724	0.375419	
Contig13084	 NA                                               	0	87	9	13	8	0	25.5	4.2	5.8	7.7	0.000018	0.035713	0.020352	0.024611	0.000000	0.000000	0.000067	0.063894	0.062235	0.100054	0.000318	0.625091	0.238246	0.214653	0.000000	0.000000	0.000226	0.526940	0.300625	0.639472	0.002649	0.221143	0.152674	0.100099	0.000000	0.000000	0.000530	0.469918	0.216993	0.533091	0.492836	0.000000	0.000000	
Contig131	 NA                                               	0	3	88	1	13	0	0.9	41.5	0.4	12.4	0.069845	0.000000	0.117421	0.005744	0.000000	0.209798	0.000001	0.000000	0.000002	0.000002	1.000000	0.000002	1.000000	0.048270	0.000000	1.000000	0.000002	0.000000	0.000006	0.000003	0.577157	0.000127	0.691691	0.036034	0.000000	0.547446	0.000000	0.000000	0.000017	0.000001	0.494756	0.000000	0.000000	
Contig1325	 NA                                               	2	19	9	9	2	5.7	5.6	4.2	4.0	1.9	0.026698	0.039921	0.037070	0.053973	0.077662	0.068223	0.054917	0.089525	0.109325	0.121432	1.000000	0.663127	0.653002	0.265938	0.564101	0.447284	0.195492	1.000000	0.358501	0.519995	0.982999	0.709545	0.656560	0.254489	0.496475	0.412576	0.131420	0.905869	0.296287	0.333138	0.270376	0.547130	0.607957	
Contig133	 NA                                               	17	7	8	3	29	48.2	2.1	3.8	1.3	27.8	0.000000	0.000000	0.000000	0.006584	0.063031	0.131114	0.000000	0.033923	0.000000	0.000000	0.000000	0.000000	0.000000	0.087142	0.289615	0.749197	0.000000	0.136299	0.000000	0.000000	0.000000	0.000000	0.000000	0.067178	0.234022	0.529947	0.000000	0.109429	0.000000	0.000000	0.220675	0.000000	0.000000	
Contig136	 NA                                               	7	15	15	11	12	19.8	4.4	7.1	4.9	11.5	0.000235	0.002897	0.000742	0.025339	0.038765	0.091165	0.006728	0.049556	0.047719	0.014537	0.003064	0.028661	0.006861	0.288330	0.194311	0.842162	0.019919	0.433653	0.221538	0.043540	0.000308	0.018420	0.001727	0.244507	0.190968	0.787200	0.010112	0.353856	0.205140	0.035458	0.153154	0.010671	0.002078	
Contig137	 NA                                               	5	83	30	27	5	14.2	24.4	14.1	12.0	4.8	0.007496	0.027008	0.024574	0.015243	0.001533	0.000189	0.000005	0.042578	0.005180	0.014654	0.275643	1.000000	0.794530	0.135414	0.008911	0.001183	0.000013	0.596735	0.018511	0.056744	0.232677	0.996022	0.736578	0.071527	0.009564	0.001133	0.000081	0.542991	0.018560	0.049756	0.328301	0.000019	0.000044	
Contig139	 NA                                               	0	4	2	35	2	0	1.2	0.9	15.6	1.9	0.063288	0.104812	0.000819	0.141087	0.196229	0.000000	0.216918	0.000000	0.196471	0.000071	1.000000	1.000000	0.011199	1.000000	1.000000	0.000000	0.630326	0.000000	0.602887	0.000253	0.519704	0.564156	0.018894	0.411071	0.798897	0.000000	0.568709	0.000000	0.469158	0.000569	0.536325	0.000000	0.000000	
Contig13900	 NA                                               	10	22	12	57	10	28.3	6.5	5.7	25.4	9.6	0.000037	0.000050	0.017535	0.002677	0.081586	0.000000	0.069667	0.000000	0.054208	0.000611	0.000488	0.000427	0.720959	0.017776	0.860304	0.000000	0.299237	0.000000	0.256344	0.002309	0.000022	0.000028	0.749167	0.010788	0.710281	0.000000	0.299050	0.000000	0.213338	0.003040	0.319921	0.000000	0.000000	
Contig13931	 NA                                               	59	0	0	0	0	167.2	0	0	0	0	0.000000	0.000000	0.000000	0.000000	.	.	.	.	.	.	0.000000	0.000000	0.000000	0.000000	.	.	.	.	.	.	0.000000	0.000000	0.000000	0.000000	.	.	.	.	.	.	.	0.000000	0.000000	
Contig14	 NA                                               	17	157	89	134	45	48.2	46.1	41.9	59.7	43.1	0.009377	0.013111	0.009616	0.026439	0.025204	0.002567	0.047500	0.000880	0.048274	0.007064	0.795125	0.577816	0.474844	0.662545	0.511348	0.030450	0.739633	0.010550	0.926669	0.063752	0.862559	0.599080	0.401978	0.693610	0.474498	0.026924	0.687926	0.009184	0.882853	0.056243	0.157105	0.076144	0.065625	
Contig1426	 NA                                               	2	15	10	9	5	5.7	4.4	4.7	4.0	4.8	0.025648	0.041076	0.037070	0.078899	0.097945	0.097799	0.152869	0.082679	0.143559	0.141671	0.670369	0.684902	0.653002	1.000000	0.840515	1.000000	0.796441	0.820117	1.000000	0.776960	0.736851	0.811199	0.656560	0.839689	0.868627	0.824242	0.871907	0.725553	0.977095	0.750887	0.190051	0.991223	0.991453	
Contig144	 NA                                               	0	0	0	37	0	0	0	0	16.5	0	.	.	0.000611	.	.	0.000000	.	0.000000	.	0.000000	.	.	0.007147	.	.	0.000000	.	0.000000	.	0.000001	.	.	0.015785	.	.	0.000000	.	0.000000	.	0.000033	.	0.000000	0.000000	
Contig145	 NA                                               	5	69	40	34	1	14.2	20.3	18.9	15.2	0.10	0.012255	0.021833	0.025276	0.001162	0.045585	0.018665	0.000000	0.029050	0.000001	0.000017	0.551698	0.672708	1.000000	0.004854	0.767879	0.189992	0.000000	0.354604	0.000002	0.000035	0.437226	0.545840	0.888596	0.001055	0.715802	0.163740	0.000013	0.348107	0.000031	0.000237	0.221739	0.000004	0.000605	
Contig148	 NA                                               	0	0	0	0	44	0	0	0	0	42.1	.	.	.	0.000001	.	.	0.000000	.	0.000000	0.000000	.	.	.	0.000005	.	.	0.000000	.	0.000000	0.000000	.	.	.	0.000113	.	.	0.000000	.	0.000000	0.000000	.	0.000000	0.000000	
Contig1481	 NA                                               	1	55	58	84	2	2.8	16.2	27.3	37.4	1.9	0.002180	0.000160	0.000007	0.106875	0.000953	0.000000	0.000027	0.005891	0.000000	0.000000	0.061308	0.002281	0.000096	1.000000	0.006437	0.000001	0.000061	0.064803	0.000000	0.000000	0.050932	0.005728	0.000823	0.747242	0.004649	0.000001	0.000373	0.063786	0.000001	0.000000	0.179940	0.000000	0.000000	
Contig149	 NA                                               	6	6	1	37	9	17.0	1.8	0.5	16.5	8.6	0.000033	0.000007	0.023465	0.023865	0.090535	0.000000	0.001664	0.000000	0.000208	0.017860	0.000382	0.000051	0.826506	0.230820	0.262126	0.000000	0.002632	0.000000	0.000324	0.081996	0.000001	0.000000	0.944281	0.188315	0.189697	0.000000	0.000842	0.000000	0.000125	0.075321	0.406842	0.000000	0.000000	
Contig1497	 NA                                               	1	18	15	13	1	2.8	5.3	7.1	5.8	0.10	0.028395	0.032372	0.038717	0.095319	0.060610	0.084101	0.027661	0.063431	0.008734	0.021095	1.000000	0.716765	0.708684	0.441265	0.474397	0.855082	0.061597	0.706196	0.029387	0.048067	0.537471	0.359522	0.481426	0.420416	0.403986	0.800722	0.061048	0.599073	0.022899	0.047786	0.157429	0.117451	0.236219	
Contig15	 NA                                               	2	185	59	66	1	5.7	54.3	27.8	29.4	0.10	0.000000	0.000607	0.000372	0.036103	0.000001	0.000002	0.000000	0.032996	0.000000	0.000000	0.000004	0.009311	0.006787	0.159057	0.000003	0.000010	0.000000	0.788412	0.000000	0.000000	0.000092	0.014077	0.010299	0.098668	0.000005	0.000013	0.000000	0.752580	0.000000	0.000000	0.329044	0.000000	0.000000	
Contig150	 NA                                               	2	43	42	32	3	5.7	12.6	19.8	14.3	2.9	0.011812	0.004290	0.013145	0.067241	0.006354	0.048881	0.001517	0.016932	0.000017	0.000698	0.436925	0.080737	0.311276	0.605784	0.044004	0.637301	0.004636	0.164518	0.000044	0.001775	0.255231	0.065181	0.189460	0.447686	0.036553	0.601490	0.006649	0.160369	0.000171	0.003189	0.153696	0.000366	0.001852	
Contig151	 NA                                               	2	12	9	34	1	5.7	3.5	4.2	15.2	0.10	0.023068	0.039921	0.011023	0.036103	0.098104	0.000001	0.094220	0.000062	0.060262	0.000017	0.383640	0.663127	0.222079	0.159057	0.660809	0.000003	0.323156	0.000323	0.181173	0.000035	0.529743	0.709545	0.159269	0.098668	0.673859	0.000002	0.179393	0.000280	0.122055	0.000237	0.332134	0.000001	0.000000	
Contig152	 NA                                               	1	56	8	21	8	2.8	16.4	3.8	9.4	7.7	0.002011	0.053441	0.018913	0.055931	0.000002	0.004479	0.009731	0.005520	0.049165	0.099180	0.040759	1.000000	0.349081	0.464645	0.000007	0.026638	0.038421	0.025642	0.182893	0.694991	0.047980	0.787220	0.215589	0.328727	0.000020	0.025527	0.038211	0.023472	0.147624	0.628691	0.318943	0.000034	0.000072	
Contig153	 NA                                               	0	0	0	42	0	0	0	0	18.7	0	.	.	0.000295	.	.	0.000000	.	0.000000	.	0.000000	.	.	0.005026	.	.	0.000000	.	0.000000	.	0.000000	.	.	0.010110	.	.	0.000000	.	0.000000	.	0.000010	.	0.000000	0.000000	
Contig1551	 NA                                               	0	3	1	0	55	0	0.9	0.5	0	52.7	0.069845	0.122239	.	0.000000	0.221237	0.132055	0.000000	0.236266	0.000000	0.000000	1.000000	1.000000	.	0.000000	1.000000	0.281704	0.000000	0.486072	0.000000	0.000000	0.577157	0.683446	.	0.000016	0.581819	0.159739	0.000000	0.303825	0.000000	0.000000	0.640200	0.000000	0.000000	
Contig157	 NA                                               	2	52	10	33	0	5.7	15.3	4.7	14.7	0	0.007031	0.041076	0.012047	0.016099	0.000053	0.052602	0.000001	0.000198	0.012243	0.000002	0.237034	0.684902	0.221039	0.063745	0.000200	0.912005	0.000001	0.001084	0.036741	0.000005	0.151789	0.811199	0.173704	0.014957	0.000310	0.866092	0.000064	0.000876	0.026493	0.000088	0.200151	0.000000	0.000006	
Contig1584	 NA                                               	5	17	9	7	0	14.2	4.10	4.2	3.1	0	0.003374	0.004210	0.001794	0.000259	0.092562	0.059636	0.008105	0.079753	0.018270	0.046996	0.049512	0.038482	0.015960	0.001024	0.840801	0.404368	0.018619	0.621350	0.034999	0.105691	0.031893	0.021615	0.004524	0.000119	0.692102	0.290695	0.022378	0.540689	0.035291	0.071017	0.242505	0.004568	0.007118	
Contig1585	 NA                                               	1	22	6	5	3	2.8	6.5	2.8	2.2	2.9	0.023172	0.056536	0.053377	0.106518	0.017506	0.007020	0.063274	0.106184	0.182993	0.181166	0.718624	1.000000	0.583718	1.000000	0.079527	0.028984	0.238541	0.769001	1.000000	0.714808	0.407080	0.998222	0.825827	0.990798	0.064879	0.024338	0.175799	0.693507	0.982258	0.727492	0.385514	0.100825	0.090693	
Contig159	 NA                                               	3	88	11	22	9	8.5	25.8	5.2	9.8	8.6	0.001611	0.027692	0.031549	0.065159	0.000000	0.000003	0.000141	0.014690	0.063696	0.100971	0.046004	0.437601	1.000000	1.000000	0.000000	0.000014	0.000445	0.083877	0.340504	0.848379	0.046070	0.442613	0.816611	0.984057	0.000000	0.000023	0.000960	0.079057	0.252940	0.743695	0.401957	0.000000	0.000000	
Contig1606	 NA                                               	1	12	14	5	6	2.8	3.5	6.6	2.2	5.7	0.035102	0.035395	0.053377	0.077855	0.026884	0.084905	0.095862	0.008328	0.123272	0.047905	1.000000	0.710962	0.583718	0.687454	0.110713	0.463916	0.401103	0.037167	1.000000	0.114791	0.833914	0.400352	0.825827	0.504190	0.105077	0.385094	0.323484	0.028707	0.776402	0.104561	0.156830	0.193021	0.186240	
Contig161	 NA                                               	1	48	33	20	1	2.8	14.1	15.6	8.9	0.10	0.003804	0.004317	0.020893	0.095319	0.050439	0.013286	0.000023	0.007447	0.000014	0.002179	0.085216	0.079967	0.346821	0.441265	0.649707	0.084032	0.000058	0.053847	0.000030	0.004584	0.077641	0.058973	0.237646	0.420416	0.663522	0.082231	0.000398	0.046540	0.000193	0.007842	0.181084	0.000027	0.000740	
